code	value_en	synonyms	description_en	parents	codesystem	description_code
8121.0	Schneiderian papilloma, NOS (C30.0, C31._)	Sinonasal papilloma, fungiform (C30.0, C31._)|Sinonasal papilloma, NOS (C30.0, C31._)|Transitional papilloma, inverted, benign|Transitional cell papilloma, inverted, benign|Sinonasal papilloma, exophytic (C30.0, C31._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8121.0
8211.0	Tubular adenoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8211.0
9150.1	Hemangiopericytoma, NOS	Hemangiopericytic meningioma (C70._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9150.1
8247.3	Merkel cell carcinoma (C44._)	Primary cutaneous neuroendocrine carcinoma (C44._)|Merkel cell tumor (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8247.3
9867.3	Acute myelomonocytic leukemia	FAB M4			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9867.3
8726.0	Magnocellular nevus (C69.4)	Melanocytoma, eyeball (C69.4)|Melanocytoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8726.0
9184.3	Osteosarcoma in Paget disease of bone (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9184.3
8246.3	Neuroendocrine carcinoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8246.3
9671.3	Malignant lymphoma, lymphoplasmacytic (see also M-9761/3)	Malignant lymphoma, lymphoplasmacytoid|Plasmacytic lymphoma [obs]|Malignant lymphoma, plasmacytoid [obs]|Immunocytoma [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9671.3
9651.3	Hodgkin lymphoma, lymphocyte-rich	Hodgkin disease, lymphocyte predominance, diffuse [obs]|Hodgkin disease, lymphocytic-histiocytic predominance [obs]|Classical Hodgkin lymphoma, lymphocyte-rich|Hodgkin disease, lymphocyte predominance, NOS [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9651.3
8331.3	Follicular adenocarcinoma, well differentiated (C73.9)	Follicular carcinoma, well differentiated (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8331.3
9700.3	Mycosis fungoides (C44._)	Pagetoid reticulosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9700.3
9300.0	Adenomatoid odontogenic tumor	Adenoameloblastoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9300.0
8407.0	Syringoma, NOS (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8407.0
8380.0	Endometrioid adenoma, NOS	Endometrioid cystadenoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8380.0
9140.3	Kaposi sarcoma	Multiple hemorrhagic sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9140.3
9120.3	Haemangiosarcoma	Angiosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9120.3
9274.0	Cementifying fibroma	Cemento-ossifying fibroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9274.0
8213.3	Serrated adenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8213.3
8501.3	Comedocarcinoma, NOS (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8501.3
8801.3	Spindle cell sarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8801.3
9582.0	Granular cell tumor of the sellar region (C75.1)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9582.0
9505.3	Ganglioglioma, anaplastic	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9505.3
9561.3	Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentation	Triton tumor, malignant|MPNST with rhabdomyoblastic differentiation|Malignant schwannoma with rhabdomyoblastic differentiation			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9561.3
9805.3	Acute biphenotypic leukemia	Acute mixed lineage leukemia|Acute bilineal leukemia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9805.3
8744.3	Acral lentiginous melanoma, malignant (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8744.3
8082.3	Lymphoepithelial carcinoma	Lymphoepithelioma-like carcinoma|Lymphoepithelioma|Schmincke tumor (C11._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8082.3
9729.3	Precursor T-cell lymphoblastic lymphoma (see also M-9837/3)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9729.3
8504.2	Noninfiltrating intracystic carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8504.2
8409.3	Eccrine poroma, malignant	Porocarcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8409.3
9051.0	Fibrous mesothelioma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9051.0
8290.0	Oxyphilic adenoma	Oncocytoma|Oncocytic adenoma|Hurthle cell adenoma (C73.9)|Follicular adenoma, oxyphilic cell (C73.9)|Spindle cell oncocytoma (C75.1)|Hurthle cell tumor (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8290.0
8000.1	Neoplasm, uncertain whether benign or malignant	Neoplasm, NOS|Tumor, NOS|Unclassified tumor, borderline malignancy|Unclassified tumor, uncertain whether benign or malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8000.1
9897.3	Acute myloid leukemia, 11q23 abnormalities	"Acute myeloid leukemia with t(9;11)(p22;q23); MLLT3-MLL|Acute myloid leukemia, MLL"			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9897.3
8151.0	Insulinoma, NOS (C25._)	Beta cell adenoma (C25._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8151.0
9470.3	Medulloblastoma, NOS (C71.6)	Melanotic medulloblastoma (C71.6)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9470.3
9052.3	Epithelioid mesothelioma, malignant	Epithelioid mesothelioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9052.3
9714.3	Anaplastic large cell lymphoma, T cell and Null cell type	Large cell (Ki-1+) lymphoma [obs]|Anaplastic large cell lymphoma, CD30+|Anaplastic large cell lymphoma, NOS|Anaplastic large cell lymphoma, ALK positive			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9714.3
9946.3	Juvenile myelomonocytic leukemia	Juvenile chronic myelomonocytic leukemia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9946.3
9444.1	Chordoid glioma (C71._)	Chordoid glioma of third ventricle (C71.5)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9444.1
9442.3	Gliosarcoma (C71._)	Glioblastoma with sarcomatous component (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9442.3
8861.0	Angiolipoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8861.0
8122.3	Transitional cell carcinoma, spindle cell	Transitional cell carcinoma, sarcomatoid			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8122.3
8443.0	Clear cell cystadenoma (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8443.0
9365.3	Askin tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9365.3
8263.3	Adenocarcinoma in tubolovillous adenoma	Tubulopapillary adenocarcinoma|Papillotubular adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8263.3
9491.0	Ganglioneuromatosis	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9491.0
8410.3	Sebaceous adenocarcinoma (C44._)	Sebaceous carcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8410.3
8710.3	Glomangiosarcoma	Glomoid sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8710.3
8806.3	Desmoplastic small round cell tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8806.3
9531.0	Meningothelial meningioma	Endotheliomatous meningioma|Syncytial meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9531.0
8406.0	Papillary syringadenoma (C44._)	Syringocystadenoma papilliferum|Papillary syringocystadenoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8406.0
8592.1	Sex cord-gonadal stromal tumor, mixed forms	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8592.1
8836.1	Angiomatoid fibrous histiocytoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8836.1
8621.1	Granulosa cell-theca cell tumor (C56.9)	Theca cell-granulosa cell tumor (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8621.1
8050.2	Papillary carcinoma in situ	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8050.2
8514.3	Duct carcinoma, desmoplastic type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8514.3
8031.3	Giant cell carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8031.3
8172.3	Hepatocellular carcinoma, scirrhous (C22.0)	Sclerosing hepatic carcinoma (C22.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8172.3
9110.1	Mesonephric tumor, NOS	Wolffian duct tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9110.1
9141.0	Angiokeratoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9141.0
9121.0	Cavernous hemangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9121.0
8060.0	Squamous papillomatosis	Papillomatosis, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8060.0
9015.3	Mucinous adenocarcinofibroma	Malignant mucinous cystadenofibroma|Malignant mucinous adenofibroma|Mucinous cystadenocarcinofibroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9015.3
8095.3	Metatypical carcinoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8095.3
9911.3	"Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9911.3
8003.3	Malignant tumor, glant cell type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8003.3
8562.3	Epithelial-myoepithelial carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8562.3
8261.0	Villous adenoma, NOS	Villous papilloma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8261.0
9381.3	Gliomatosis cerebri (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9381.3
9504.3	Spongioneuroblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9504.3
9987.3	Therapy-related myelodysplastic syndrome, NOS	Therapy-related myelodysplastic syndrome, epipodophyllotoxin-related|Therapy-related myelodysplastic syndrome, alkylating agent related			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9987.3
9514.1	Retinoblastoma, spontaneously regressed (C69.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9514.1
8742.2	Lentigo maligna (C44._)	Hutchinson melanotic freckle, NOS (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8742.2
8473.1	Papillary mucinous cystadenoma, borderline malignancy (C56.9)	Papillary mucinous tumor of low malignant potential (C56.9)|Papillary pseudomucinous cystadenoma, borderline malignancy (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8473.1
9030.0	Juvenile fibroadenoma (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9030.0
8772.0	Spindle cell nevus, NOS (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8772.0
8471.3	Papillary mucinous cystadenocarcinoma (C56.9)	Papillary pseudomucinous cystadenocarcinoma (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8471.3
9065.3	Germ cell tumor, nonseminomatous (C62._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9065.3
9820.3	Lymphoid leukemia, NOS	Aleukemic lymphatic leukemia [obs]|Subacute lymphocytic leukemia [obs]|Subacute lymphatic leukemia [obs]|Aleukemic lymphocytic leukemia [obs]|Aleukemic lymphoid leukemia [obs]|Subacute lymphoid leukemia [obs]|Lymphocytic leukemia, NOS [obs]|Lymphatic leukemis, NOS [obs]|Lymphosarcoma cell leukemia [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9820.3
9597.3	Primary cutaneous follicle centre lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9597.3
8500.3	Infiltrating duct carcinoma, NOS (C50._)	Infiltrating duct adenocarcinoma (C50._)|Ductal carcinoma, NOS|Duct adenocarcinoma, NOS|Duct cell carcinoma|Duct carcinoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8500.3
9702.3	Mature T-cell lymphoma, NOS	T-zone lymphoma|Peripheral T-cell lymphoma, NOS|Peripheral T-cell lymphoma, large cell|Lennert lymphoma|Peripheral T-cell lymphoma, pleomorphic medium and large cell|Peripheral T-cell lymphoma, pleomorphic small cell|T-cell lymphoma, NOS|Lymphoepithelioid lymphoma|Anaplastic large cell lymphoma, ALK negative			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9702.3
9302.0	Odontogenic ghost cell tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9302.0
8941.3	Carcinoma in pleomorphic adenoma (C07._, C08._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8941.3
8409.0	Eccrine poroma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8409.0
9430.3	Astroblastoma (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9430.3
8110.3	Pilomatrix carcinoma (C44._)	Matrical carcinoma (C44._)|Pilomatrixoma, malignant (C44._)|Pilomatricoma, malignant (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8110.3
8990.0	Mesenchymoma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8990.0
8249.3	Atypical carcinoid tumor	Neuroendocrine tumor, grade 2|Neuroendocrine carcinoma, moderately differentiated			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8249.3
9869.3	"Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9869.3
9945.3	Chronic myelomonocytic leukemia, NOS	Chronic myelomonocytic leukemia in transformation [obs]|Chronic myelomonocytic leukemia, Type II|Chronic myelomonocytic leukemia, Type 1			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9945.3
8213.0	Serrated adenoma (C18._)	Traditional serrated adenoma|Sessile serrated polyp|Sessile serrated adenoma|Mixed adenomatous and hyperplastic polyp (C18._)|Traditional sessile serrated adenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8213.0
9171.0	Capillary lymphangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9171.0
8140.1	Atypical adenoma	Bronchial adenoma, NOS (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8140.1
8857.3	Fibroblastic liposarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8857.3
9673.3	Mantle cell lymphoma (Includes all variants: blastic, pleomorphic, small cell)	Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse [obs]|Mantle zone lymphoma [obs]|Malignant lymphoma, centrocytic [obs]|Malignant lymphomatous polyposis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9673.3
9653.3	Hodgkin lymphoma, lymphocyte depletion, NOS	Classical Hodgkin lymphoma, lymphocyte depletion, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9653.3
8033.3	Pseudosarcomatous carcinoma	Sarcomatoid carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8033.3
8001.1	Tumor cells, uncertain whether benign or malignant	Tumor cells, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8001.1
8580.1	Thymoma, NOS (C37.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8580.1
8214.3	Parietal cell carcinoma (C16._)	Parietal cell adenocarcinoma (C16._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8214.3
9192.3	Parosteal osteosarcoma (C40._,C41._)	Juxtacortical osteosarcoma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9192.3
9834.3	Prolymphocytic leukemia, T-cell type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9834.3
9275.0	Gigantiform cementoma	Florid osseous dysplasia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9275.0
9480.3	Cerebellar sarcoma, NOS (C71.6) [obs]	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9480.3
8160.3	Cholangiocarcinoma (C22.1, C24.0)	Bile duct adenocarcinoma (C22.1, C24.0)|Bile duct carcinoma (C22.1, C24.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8160.3
9080.0	Teratoma, benign	Adult teratoma, NOS|Cystic teratoma, NOS|Mature teratoma|Adult cystic teratoma|Teratoma, differentiated			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9080.0
8730.0	Nonpigmented nevus (C44._)	Achromic nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8730.0
9807.3	"Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9807.3
8263.0	Tubulovillous adenoma, NOS	Tubulo-papillary adenoma|Villoglandular adenoma|Papillotubular adenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8263.0
8745.3	Desmoplastic melanoma, malignant (C44._)	Desmoplastic melanoma, amelanotic (C44._)|Neurotropic melanoma, malignant (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8745.3
9052.0	Epithelioid mesothelioma, benign	Mesothelial papilloma|Well differentiated papillary mesothelioma, benign			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9052.0
8261.2	Adenocarcinoma in situ in villous adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8261.2
8550.3	Acinar cell carcinoma	Acinar carcinoma|Acinic cell adenocarcinoma|Acinar adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8550.3
8850.3	Liposarcoma, NOS	Fibroliposarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8850.3
8383.3	Endometrioid adenocarcinoma, ciliated cell variant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8383.3
9687.3	Burkitt lymphoma, NOS (Includes all variants, see also M-9826/3)	Malignant lymphoma, small noncleaved, Burkitt type [obs]|Burkitt tumor [obs]|Malignant lymphoma, undifferentiated, Burkitt type [obs]|Burkitt-like lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9687.3
9716.3	Hepatosplenic T-cell lymphoma	Hepatosplenic γδ (gamma-delta) cell lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9716.3
8153.1	Gastrinoma, NOS	G cell tumor, NOS|Gastrin cell tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8153.1
9471.3	Desmoplastic nodular medulloblastoma (C71.6)	Circumscribed arachnoidal cerebellar sarcoma (C71.6) [obs]|Desmoplastic medulloblastoma (C71.6)|Medulloblastoma with extensive nodularity			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9471.3
9659.3	Hodgkin lymphoma, nodular lymphocyte predominance	Hodgkin paragranuloma, nodular [obs]|Hodgkin lymphoma, lymphocyte predominance, nodular|Hodgkin paragranuloma, NOS [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9659.3
9500.3	Neuroblastoma, NOS	Central neuroblastoma (C71._)|Sympathicoblastoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9500.3
9520.3	Olfactory neurogenic tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9520.3
8761.1	Giant pigmented nevus, NOS (C44._)	Intermediate and giant congenital nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8761.1
9053.3	Mesothelioma, biphasic, malignant	Mesothelioma, biphasic, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9053.3
9530.1	Meningiomatosis, NOS	Multiple meningiomas|Diffuse meningiomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9530.1
8200.3	Adenoid cystic carcinoma	Adenocystic carcinoma|Cylindroma, NOS (except cylindroma of skin M-8200/0)|Adenocarcinoma, cylindroid|Bronchial adenoma, cylindroid (C34._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8200.3
8470.2	Mucinous cystadenocarcinoma, non-invasive (C25._)	Mucinous cystic neoplasm with high-grade dysplasia (C25._)|Mucinous cystic neoplasm with high-grade intraepithelial neoplasia (C22._)|Mucinous cystic tumor with high-grade dysplasia (C25._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8470.2
8862.0	Chondroid lipoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8862.0
8123.3	Basaloid carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8123.3
9081.3	Teratocarcinoma	Mixed embryonal carcinoma and teratoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9081.3
8143.3	Superficial spreading adenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8143.3
8381.0	Endometrioid adenofibroma, NOS	Endometrioid cystadenofibroma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8381.0
8583.3	Thymoma, type B1, malignant (C37.9)	Thymoma, lymphocyte-rich, malignant (C37.9)|Thymoma, lymphocytic, malignant (C37.9)|Thymoma, predominantly cortical, malignant (C37.9)|Thymoma, organoid, malignant (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8583.3
8004.3	Malignant tumor, spindle cell type	Malignant tumor, fusiform cell type			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8004.3
8408.0	Eccrine papillary adenoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8408.0
9532.0	Fibrous meningioma	Fibroblastic meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9532.0
8212.0	Flat adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8212.0
9170.0	Lymphangioma, NOS	Lymphangioendothelioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9170.0
8593.1	Stromal tumor with minor sex cord elements (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8593.1
8333.0	Microfollicular adenoma, NOS (C73.9)	Fetal adenoma (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8333.0
8642.1	Large cell calcifying Sertoli cell tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8642.1
8622.1	Granulosa cell tumor, juvenile (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8622.1
8912.3	Spindle cell rhabdomyosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8912.3
9940.3	Hairy cell leukemia (C42.1)	Hairy cell leukaemia variant|Leukaemic reticuloendotheliosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9940.3
9960.3	Myeloproliferative neoplasm, NOS	Chronic myeloproliferative disease, NOS|Myeloproliferative disease, NOS|Chronic myeloproliferative disorder			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9960.3
8032.3	Spindle cell carcinoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8032.3
9652.3	Hodgkin lymphoma, mixed cellularity, NOS	Classical Hodgkin lymphoma, mixed cellularity, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9652.3
8959.0	Benign cystic nephroma (C64.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8959.0
8820.0	Elastofibroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8820.0
8800.0	Soft tissue tumor, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8800.0
8097.3	Basal cell carcinoma, nodular (C44._)	Basal cell carcinoma, micronodular (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8097.3
8640.3	Sertoli cell carcinoma (C62._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8640.3
9701.3	Sezary syndrome	Sezary disease			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9701.3
8173.3	Hepatocellular carcinoma, spindle cell variant (C22.0)	Hepatocellular carcinoma, sarcomatoid (C22.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8173.3
9142.0	Verrucous keratotic hemangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9142.0
9970.1	Lymphoproliferative disorder, NOS	Lymphoproliferative disease, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9970.1
9122.0	Venous hemangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9122.0
8810.3	Fibrosarcoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8810.3
