code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0010478	Abnormality of the urachus	NA	Abnormality of the urachus.,The urachus is a vestigial embryonic structure, a canal that connects the urinary bladder of the fetus with the allantois (a structure involved in the development of the umbilical cord). During embryonic development, the lumen of the urachus is normally obliterated, transforming the urachus into a solid cord.	HPO	http://purl.obolibrary.org/obo/HP_0025487	HP_0025487
HP_0010233	Irregular epiphyses of the phalanges of the hand	Irregular epiphyses of the fingers,Irregular end part of finger bones	Irregular radiographic opacity of the epiphyses of the phalanges of the fingers.	HPO	http://purl.obolibrary.org/obo/HP_0003842,http://purl.obolibrary.org/obo/HP_0005920	HP_0003842,HP_0005920
HP_0010475	Cloacal exstrophy	NA	Cloacal exstrophy is a severe anterior abdominal wall defect in which the two hemibladders are visible and are separated by a midline intestinal plate, an omphalocele, and an imperforate anus.	HPO	http://purl.obolibrary.org/obo/HP_0100548,http://purl.obolibrary.org/obo/HP_0012620	HP_0100548,HP_0012620
HP_0010234	Ivory epiphyses of the phalanges of the hand	Increased bone density of end part of the hand bones,Sclerotic ivory phalangeal epiphyses,Ivory epiphyses of the fingers	Sclerosis of the epiphyses of the phalanges of the fingers, leading to an increased degree of radiopacity (white or ivory appearance) in X-rays.	HPO	http://purl.obolibrary.org/obo/HP_0100899,http://purl.obolibrary.org/obo/HP_0010583,http://purl.obolibrary.org/obo/HP_0005920	HP_0100899,HP_0010583,HP_0005920
HP_0010476	Aplasia/Hypoplasia of the bladder	Absent/underdeveloped bladder,Absent/small bladder	Absence or underdevelopment of the urinary bladder.	HPO	http://purl.obolibrary.org/obo/HP_0025487	HP_0025487
HP_0010231	Enlarged epiphyses of the phalanges of the hand	Enlarged epiphyses of the fingers,Enlarged end part of finger bones,Enlarged phalangeal epiphyses	Abnormally large size of the epiphyses of the phalanges of the fingers with respect to age-dependent norms.	HPO	http://purl.obolibrary.org/obo/HP_0010580,http://purl.obolibrary.org/obo/HP_0005920	HP_0010580,HP_0005920
HP_0010473	Porphyrinuria	NA	Abnormally increased excretion of porphyrins in the urine.,Porphyrins are natural pigments containing a fundamental skeleton of four pyrrole nuclei united through the alpha-positions by four methine groups to form a macrocyclic structure. One of the best-known porphyrins is heme.	HPO	http://purl.obolibrary.org/obo/HP_0003110	HP_0003110
HP_0010232	Fragmentation of the epiphyses of the phalanges of the hand	Fragmentation of end part of finger bones,Fragmentation of the epiphyses of the fingers	Fragmented appearance of the epiphyses of the phalanges of the fingers.	HPO	http://purl.obolibrary.org/obo/HP_0003841,http://purl.obolibrary.org/obo/HP_0005920	HP_0003841,HP_0005920
HP_0010474	Bladder stones	NA	Buildups of minerals that form in the urinary bladder.	HPO	http://purl.obolibrary.org/obo/HP_0025487	HP_0025487
HP_0010471	Oligosacchariduria	NA	Increased urinary excretion of oligosaccharides (low molecular weight carbohydrate chains composed of at least three monosaccharide subunits), derived from a partial degradation of glycoproteins.	HPO	http://purl.obolibrary.org/obo/HP_0031979	HP_0031979
HP_0010230	Cone-shaped epiphyses of the phalanges of the hand	Cone-shaped end part of finger bones,Coned epiphyses,Phalangeal cone-shaped epiphyses,Cone-shaped epiphyses of phalanges,Cone-shaped epiphyses of the fingers,Cone-shaped phalangeal epiphyses,Conical phalangeal epiphyses,Coned epiphyses of hands,Cone-shaped epiphyses of hand	A cone-shaped appearance of the epiphyses of the fingers of the hand, producing a 'ball-in-a-socket' appearance. The related entity 'angel-shaped' epiphysis refers to a pronounced cone-shaped epiphysis in combination with a pseudoepiphysis at the distal end of a phalanx.	HPO	http://purl.obolibrary.org/obo/HP_0005920,http://purl.obolibrary.org/obo/HP_0010579	HP_0005920,HP_0010579
HP_0010472	Abnormal circulating porphyrin concentration	NA	An abnormality in the synthesis or catabolism of heme. Heme is composed of ferrous iron and protoporphyrin IX and is an essential molecule as the prosthetic group of hemeproteins such as hemoglobin, myoglobin, mitochondrial and microsomal cytochromes.	HPO	http://purl.obolibrary.org/obo/HP_0032180	HP_0032180
HP_0010228	Absent epiphyses of the phalanges of the hand	Absent epiphyses of the fingers,Absent end part of fingers	Absence of one or more epiphyses of the phalanges fingers.	HPO	http://purl.obolibrary.org/obo/HP_0010577,http://purl.obolibrary.org/obo/HP_0005920	HP_0010577,HP_0005920
HP_0010229	Bracket epiphyses of the phalanges of the hand	Bracket shaped end part of finger bones,Bracket epiphyses of the fingers	Bracket epiphysis refers to an abnormality in which the epiphysis surrounds a phalangeal bone, having a bracket-like form and reaching from the proximal side of a phalanx to the distal side.	HPO	http://purl.obolibrary.org/obo/HP_0010578,http://purl.obolibrary.org/obo/HP_0005920	HP_0010578,HP_0005920
HP_0010226	Abnormality of the epiphysis of the 5th metacarpal	Abnormality of the end part of the long bone of pinky finger,Abnormality of the end part of the long bone of little finger,Abnormality of the end part of the long bone of pinkie finger	Any abnormality of the epiphysis of the fifth metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010013	HP_0010013
HP_0010468	Aplasia/Hypoplasia of the testes	Absent/underdeveloped testes,Absent/small testes	Absence or underdevelopment of the testes.	HPO	http://purl.obolibrary.org/obo/HP_0045058	HP_0045058
HP_0010227	Pseudoepiphysis of the 5th metacarpal	NA	The normal epiphysis of the fifth metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present.	HPO	http://purl.obolibrary.org/obo/HP_0010226	HP_0010226
HP_0010469	Absent testis	Absent testes,Aplasia of the testes,Absence of palpable testicules	Testis not palpable in the scrotum or inguinal canal.,Absence can be congenital or not (vanishing testis). Definitive assessment can only be made by imaging or surgical studies, in order to exclude an intra-abdominal testis, which should be coded as Cryptorchidism. True absence of a testis can be difficult to prove. Anorchia is true absence of both testes, and can only be determined by imaging or surgical studies.	HPO	http://purl.obolibrary.org/obo/HP_0010468	HP_0010468
HP_0010224	Abnormality of the epiphysis of the 4th metacarpal	Abnormality of the end part of the 4th long bone of hand	Any abnormality of the epiphysis of the 4th metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010012	HP_0010012
HP_0010225	Pseudoepiphysis of the 4th metacarpal	NA	The normal epiphysis of the fourth metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present.	HPO	http://purl.obolibrary.org/obo/HP_0010224	HP_0010224
HP_0010222	Abnormality of the epiphysis of the 3rd metacarpal	Abnormality of the end part of the 3rd long bone of hand	Any abnormality of the epiphysis of the third metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010011	HP_0010011
HP_0010464	Streak ovary	NA	A developmental disorder characterized by the progressive loss of primordial germ cells in the developing ovaries of an embryo, leading to hypoplastic ovaries composed of wavy connective tissue with occasional clumps of granulosa cells, and frequently mesonephric or hilar cells.	HPO	http://purl.obolibrary.org/obo/HP_0008724	HP_0008724
HP_0010223	Pseudoepiphysis of the 3rd metacarpal	NA	The normal epiphysis of the third metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present.	HPO	http://purl.obolibrary.org/obo/HP_0010222	HP_0010222
HP_0010465	Precocious puberty in females	NA	The onset of puberty before the age of 8 years in girls.	HPO	http://purl.obolibrary.org/obo/HP_0000826	HP_0000826
HP_0010220	Abnormality of the epiphysis of the 2nd metacarpal	Abnormality of the end part of the 2nd long bone of hand	Any abnormality of the epiphysis of the second metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010010	HP_0010010
HP_0010462	Aplasia/Hypoplasia of the ovary	Absent/small ovary,Absent/underdeveloped ovary	Aplasia or developmental hypoplasia of the ovary.	HPO	http://purl.obolibrary.org/obo/HP_0031065	HP_0031065
HP_0010221	Pseudoepiphysis of the 2nd metacarpal	NA	The normal epiphysis of the second metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present.	HPO	http://purl.obolibrary.org/obo/HP_0010220	HP_0010220
HP_0010463	Aplasia of the ovary	Absent ovary,Bilateral absent ovaries,Aplasia of the ovaries	Aplasia, that is failure to develop, of the ovary.	HPO	http://purl.obolibrary.org/obo/HP_0010462	HP_0010462
HP_0010460	Abnormality of the female genitalia	NA	Abnormality of the female genital system.,Abnormality of the female internal or external genitalia.	HPO	http://purl.obolibrary.org/obo/HP_0012243	HP_0012243
HP_0010461	Abnormality of the male genitalia	Abnormality of the male genitalia,Abnormal male genitals	Abnormality of the male genital system.	HPO	http://purl.obolibrary.org/obo/HP_0012243	HP_0012243
HP_0010219	Structural foot deformity	NA	A foot deformity resulting due to an abnormality affecting the bones of the foot (as well as muscle and soft tissue). In contrast if only the muscle and soft tissue are affected the term positional foot deformity applies.	HPO	http://purl.obolibrary.org/obo/HP_0001760	HP_0001760
HP_0010459	True hermaphroditism	Testicular and ovarian tissue present	The presence of both ovarian and testicular tissues either in the same or in opposite gonads. Affected persons have ambiguous genitalia and may have 46,XX or 46,XY karyotypes or 46,XX/XY mosaicism.	HPO	http://purl.obolibrary.org/obo/HP_0000062	HP_0000062
HP_0010215	Contractures of the metatarsophalangeal joint of the hallux	NA	The joint between the first metatarsal and the proximal phalanx of the first (big) toe cannot be straightened actively or passively.	HPO	http://purl.obolibrary.org/obo/HP_0010212	HP_0010212
HP_0010457	Widening of the sacrosciatic notch	NA	Abnormally increased width of the greater sacrosciatic notch.	HPO	http://purl.obolibrary.org/obo/HP_0010456	HP_0010456
HP_0010458	Female pseudohermaphroditism	NA	Hermaphroditism refers to a discrepancy between the morphology of the gonads and that of the external genitalia. In female pseudohermaphroditism, the genotype is female (XX) and the gonads are ovaries, but the external genitalia are virilized.	HPO	http://purl.obolibrary.org/obo/HP_0000055	HP_0000055
HP_0010213	Contracture of the tarsometatarsal joint of the hallux	NA	Chronic loss of joint motion in the tarsometatarsal joint of the hallux due to structural changes in non-bony tissue. The tarsometatarsal joints of the feet are also called Lisfranc's joints.	HPO	http://purl.obolibrary.org/obo/HP_0010212	HP_0010212
HP_0010455	Steep acetabular roof	NA	An exaggeration of the normal arched form of the acetabular roof such that it takes on a steep appearance.	HPO	http://purl.obolibrary.org/obo/HP_0003170	HP_0003170
HP_0010214	Contracture of the interphalangeal joint of the hallux	NA	The interphalangeal joint of the big toe cannot be straightened actively or passively.	HPO	http://purl.obolibrary.org/obo/HP_0010212	HP_0010212
HP_0010456	Abnormality of the greater sacrosciatic notch	Abnormality of greater sciatic notch	An abnormality of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.	HPO	http://purl.obolibrary.org/obo/HP_0002644	HP_0002644
HP_0010211	Duplication of proximal phalanx of toe	Partial/complete duplication of the proximal phalanges of the toes,Duplication of innermost toe bones	Partial/complete duplication of a proximal phalanx of toe.	HPO	http://purl.obolibrary.org/obo/HP_0010184	HP_0010184
HP_0010453	Pelvic bone asymmetry	Pelvic asymmetry,Asymmetric pelvis	Pelvic asymmetry refers to asymmetric positioning of landmarks on the two sides of the pelvis and may have a structural or functional etiology.	HPO	http://purl.obolibrary.org/obo/HP_0040163	HP_0040163
HP_0010212	Flexion contracture of the hallux	Joint contracture of the big toe,Joint contracture of the hallux	One or more bent (flexed) joints of the first (big) toe that cannot be straightened actively or passively.	HPO	http://purl.obolibrary.org/obo/HP_0001844,http://purl.obolibrary.org/obo/HP_0005830	HP_0001844,HP_0005830
HP_0010454	Acetabular spurs	NA	The presence of osteophytes (bone spurs), i.e., of bony projections originating from the acetabulum.	HPO	http://purl.obolibrary.org/obo/HP_0003170	HP_0003170
HP_0010451	Aplasia/Hypoplasia of the spleen	Absent/small spleen,Absent/underdeveloped spleen	Absence or underdevelopment of the spleen.	HPO	http://purl.obolibrary.org/obo/HP_0025408	HP_0025408
HP_0010210	Triangular shaped proximal phalanges of the toes	Triangular shaped innermost toe bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010184,http://purl.obolibrary.org/obo/HP_0010180	HP_0010184,HP_0010180
HP_0010452	Ectopia of the spleen	Abnormal spleen location,Ectopic spleen	An abnormal (non-anatomic) location of the spleen.	HPO	http://purl.obolibrary.org/obo/HP_0025408	HP_0025408
HP_0010450	Esophageal stenosis	Narrowing of the esophagus	An abnormal narrowing of the lumen of the esophagus.	HPO	http://purl.obolibrary.org/obo/HP_0002031	HP_0002031
HP_0010208	Patchy sclerosis of proximal toe phalanx	Patchy sclerosis of the proximal phalanges of the toes,Uneven increase in bone density in innermost toe bone	Patchy (irregular) increase in bone density of one or more of the proximal phalanges of the toes. This can take on many forms depending on severity and distribution as can be seen on x-rays.	HPO	http://purl.obolibrary.org/obo/HP_0100946,http://purl.obolibrary.org/obo/HP_0010178	HP_0100946,HP_0010178
HP_0010209	Symphalangism affecting the proximal phalanges of the toes	Fused innermost bones of toes	NA	HPO	http://purl.obolibrary.org/obo/HP_0010179,http://purl.obolibrary.org/obo/HP_0010184	HP_0010179,HP_0010184
HP_0010206	Curved proximal toe phalanx	Curved proximal phalanges of the toes,Curved innermost toe bones	A deviation from the normal straight shape of a proximal phalanx of one or more toes.	HPO	http://purl.obolibrary.org/obo/HP_0010184,http://purl.obolibrary.org/obo/HP_0010176	HP_0010184,HP_0010176
HP_0010448	Colonic atresia	Large intestinal atresia,Atresia of the large intestine	A developmental defect resulting in complete obliteration of the lumen of the colon. That is, there is an abnormal closure, or atresia of the tubular structure of the colon.	HPO	http://purl.obolibrary.org/obo/HP_0002250,http://purl.obolibrary.org/obo/HP_0011100	HP_0002250,HP_0011100
HP_0010207	Osteolytic defect of the proximal toe phalanx	Osteolytic defects of the proximal phalanges of the toes	Dissolution or degeneration of bone tissue of the proximal toe phalanx.	HPO	http://purl.obolibrary.org/obo/HP_0010184,http://purl.obolibrary.org/obo/HP_0010177	HP_0010184,HP_0010177
HP_0010204	Broad proximal phalanx of toe	Broad innermost toe bone	An increase in width of one ore more proximal toe phalanges.	HPO	http://purl.obolibrary.org/obo/HP_0010184,http://purl.obolibrary.org/obo/HP_0010174	HP_0010184,HP_0010174
HP_0010446	Tricuspid stenosis	NA	A narrowing of the orifice of the tricuspid valve of the heart.,Tricuspid stenosis results in characteristic changes in the jugular venous pulse in the form of leisurely V to Y descent and prominent a-waves. The liver is enlarged with a firm edge and is pulsatile in presystole. This is best appreciated with one hand on the liver edge and one on the precordium. Auscultation reveals a low- to medium-pitched diastolic rumble with inspiratory accentuation. This is usually localized to the lower sternal border.	HPO	http://purl.obolibrary.org/obo/HP_0031651	HP_0031651
HP_0010205	Bullet-shaped proximal toe phalanx	Bullet-shaped proximal phalanges of toe,Bullet-shaped innermost toe bone,Bullet-shaped proximal phalanges of the toes	An abnormal morphology of one or more of the proximal phalanges of the toes, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.	HPO	http://purl.obolibrary.org/obo/HP_0010184,http://purl.obolibrary.org/obo/HP_0010175	HP_0010184,HP_0010175
HP_0010447	Anal fistula	Fistula in ano	An abnormal connection between the epithelialised surface of the anal canal and the perianal skin.	HPO	http://purl.obolibrary.org/obo/HP_0004378,http://purl.obolibrary.org/obo/HP_0100819	HP_0004378,HP_0100819
HP_0010040	Aplasia of the 3rd metacarpal	Absent 3rd long bone of hand	Absence of the third long bone of the hand.	HPO	http://purl.obolibrary.org/obo/HP_0010048,http://purl.obolibrary.org/obo/HP_0010039	HP_0010048,HP_0010039
HP_0010282	Thin lower lip vermilion	Thin vermilion border of lower lip,Decreased volume of lower lip,Decreased volume of lower lip vermilion,Decreased height of lower lip vermilion,Thin lower lip,Thin red part of the lower lip	Height of the vermilion of the medial part of the lower lip more than 2 SD below the mean. Alternatively, an apparently reduced height of the vermilion of the lower lip in the frontal view (subjective).,Normal values for the height of the vermilion are available [Farkas, 1981] but measurements are not commonly used. Most clinicians determine this feature subjectively. The height of the vermilion of the lower lip varies considerably among ethnic groups, and the vermilion should be compared to a population of same ethnic background. If the lower lip vermilion is thin, the inferior border of the vermilion is less curved, and on a profile view, the lower lip vermilion is less convex than usual.	HPO	http://purl.obolibrary.org/obo/HP_0000178,http://purl.obolibrary.org/obo/HP_0000233	HP_0000178,HP_0000233
HP_0010041	Short 3rd metacarpal	Shortened 3rd long bone of hand,Hypoplastic 3rd metacarpal,Short third metacarpals,Small 3rd metacarpals	Short third metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010049,http://purl.obolibrary.org/obo/HP_0010039	HP_0010049,HP_0010039
HP_0010280	Stomatitis	Inflammation of the mouth,Gingivostomatitis	Stomatitis is an inflammation of the mucous membranes of any of the structures in the mouth.	HPO	http://purl.obolibrary.org/obo/HP_0011830,http://purl.obolibrary.org/obo/HP_0012649	HP_0011830,HP_0012649
HP_0010281	Cleft lower lip	Lower labial cleft,Cleft lower lip,Cleft of the lower lip	A gap in the lower lip.	HPO	http://purl.obolibrary.org/obo/HP_0000178,http://purl.obolibrary.org/obo/HP_0410030	HP_0000178,HP_0410030
HP_0010048	Aplasia of metacarpal bones	Absent metacarpal,Absent metacarpals,Absent long bone of hand	Developmental defect associated with absence of one or more metacarpal bones.	HPO	http://purl.obolibrary.org/obo/HP_0005914	HP_0005914
HP_0010049	Short metacarpal	Shortened metacarpals,Shortened long bone of hand,Short metacarpals,Brachymetacarpalia,Shortening of metacarpals,Hypoplastic metacarpal,Metacarpal hypoplasia,Short metacarpal bones	Diminished length of one or more metacarpal bones in relation to the others of the same hand or to the contralateral metacarpal.,Short metacarpals can involve any of the metacarpal bones, and the affected ray should be specified. The assessment of isolated short metacarpal can be made by viewing the dorsum of the hand when clenched. Note that if metacarpals F2-5 are affected, the correct term is Short palm.	HPO	http://purl.obolibrary.org/obo/HP_0005914	HP_0005914
HP_0010046	Aplasia of the 5th metacarpal	Absent 5th long bone of hand,Absent 5th metacarpal	Absence of the fifth long bone of the hand.	HPO	http://purl.obolibrary.org/obo/HP_0010045,http://purl.obolibrary.org/obo/HP_0010048	HP_0010045,HP_0010048
HP_0010288	Abnormality of the sublingual glands	NA	Any abnormality of the sublingual glands, which are the salivary glands that are located beneath the floor of the mouth anterior to the submandibular glands.	HPO	http://purl.obolibrary.org/obo/HP_0010286	HP_0010286
HP_0010047	Short 5th metacarpal	Shortened 5th long bone of hand,Hypoplastic 5th metacarpal,Short fifth metacarpal,Fifth metacarpal hypoplasia,Short fifth metacarpals	Short fifth metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010045,http://purl.obolibrary.org/obo/HP_0010049	HP_0010045,HP_0010049
HP_0010289	Cleft of alveolar ridge of maxilla	Notch of gum ridge,Cleft of gum ridge,Alveolar ridge cleft,Notch of alveolar ridge,Cleft of alveolar process,Notch of alveolar process	A gap (cleft) affecting one of the alveolar ridges, which are the protuberances in the mouth that contain the sockets (alveoli) of the teeth. An alveolar cleft can affect all structures of the alveolar ridge, including the gingiva, other mucosa, periosteum, alveolar bone, and teeth.	HPO	http://purl.obolibrary.org/obo/HP_0410005	HP_0410005
HP_0010044	Short 4th metacarpal	Short 4th metacarpals,Shortened 4th long bone of hand,Hypoplastic fourth metacarpal,Short fourth metacarpals	Short fourth metacarpal bone.	HPO	http://purl.obolibrary.org/obo/HP_0010042,http://purl.obolibrary.org/obo/HP_0010049	HP_0010042,HP_0010049
HP_0010286	Abnormal salivary gland morphology	Abnormality of the salivary glands,Salivary gland disease	Any abnormality of the salivary glands, the exocrine glands that produce saliva.	HPO	http://purl.obolibrary.org/obo/HP_0000163	HP_0000163
HP_0010045	Aplasia/Hypoplasia of the 5th metacarpal	Absent/small 5th long bone of hand,Absent/underdeveloped 5th long bone of hand	Aplasia or Hypoplasia affecting the 5th metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010013,http://purl.obolibrary.org/obo/HP_0005914	HP_0010013,HP_0005914
HP_0010287	Abnormality of the submandibular glands	Abnormality of the submaxillary glands	Any abnormality of the submandibular glands, which are the salivary glands that are located beneath the floor of the mouth, superior to the digastric muscles.	HPO	http://purl.obolibrary.org/obo/HP_0010286	HP_0010286
HP_0010042	Aplasia/Hypoplasia of the 4th metacarpal	Absent/small 4th long bone of hand,Absent/underdeveloped 4th long bone of hand	Aplasia or Hypoplasia affecting the 4th metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010012,http://purl.obolibrary.org/obo/HP_0005914	HP_0010012,HP_0005914
HP_0010284	Intra-oral hyperpigmentation	Oral mucosa melanin pigmentation,Oral racial pigmentation,Hyperpigmentation of oral mucosa,Dark color of gums,Pigmented gums,Gingival hyperpigmentation,Gingival melanin pigmentation	Increased pigmentation, either focal or generalized, of the mucosa of the mouth.,Pigmentation of alveolar ridges is common in people with dark skin pigmentation. This term encompasses a range of pigmentary findings, from freckles to generalized hyperpigmentation.	HPO	http://purl.obolibrary.org/obo/HP_0100669	HP_0100669
HP_0010043	Aplasia of the 4th metacarpal	Absent 4th long bone of hand	Absence of the fourth long bone of the hand.	HPO	http://purl.obolibrary.org/obo/HP_0010042,http://purl.obolibrary.org/obo/HP_0010048	HP_0010042,HP_0010048
HP_0010285	Oral synechia	Oral fibrous bands,Synechiae of the mouth	Fibrous band between the mucosal surfaces of the upper and lower alveolar ridges.,These bands must be distinguished from synechiaee between the tongue and palate (glossopalatal ankylosis) and from synechiae arising from the floor of the mouth (as in the subglossopalatal membrane), oropharyngeal isthmus (as in persistent buccopharyngeal membrane) or from the lower lip. If there is a complete soft tissue contiguity between the upper and lower alveolar ridges, the term, Fibrous syngnathia should be used instead.	HPO	http://purl.obolibrary.org/obo/HP_0011830	HP_0011830
HP_0010039	Aplasia/Hypoplasia of the 3rd metacarpal	Absent/small 3rd long bone of hand,Absent/underdeveloped 3rd long bone of hand	Aplasia or Hypoplasia affecting the 3rd metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010011,http://purl.obolibrary.org/obo/HP_0005914	HP_0010011,HP_0005914
HP_0010271	Enlarged epiphyses of the proximal phalanges of the hand	Enlarged end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010231	HP_0010245,HP_0010231
HP_0010030	Osteolytic defects of the 1st metacarpal	NA	Dissolution or degeneration of bone tissue of the 1st metacarpal.,Osteolytic lesions are visible on radiography as demarcated areas of radiolucency ('darkness').	HPO	http://purl.obolibrary.org/obo/HP_0010009,http://purl.obolibrary.org/obo/HP_0001504	HP_0010009,HP_0001504
HP_0010272	Fragmentation of the epiphyses of the proximal phalanges of the hand	Fragmentation of the end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010232	HP_0010245,HP_0010232
HP_0010270	Cone-shaped epiphyses of the proximal phalanges of the hand	Cone-shaped end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010230	HP_0010245,HP_0010230
HP_0010037	Aplasia of the 2nd metacarpal	Absent 2nd long bone of hand	Absence of the second long bone of the hand.	HPO	http://purl.obolibrary.org/obo/HP_0010048,http://purl.obolibrary.org/obo/HP_0010036	HP_0010048,HP_0010036
HP_0010038	Short 2nd metacarpal	Shortened 2nd long bone of hand,Rudimentary 2nd metacarpal,Hypoplastic 2nd metacarpal	Short second metacarpal bone because of developmental hypoplasia.	HPO	http://purl.obolibrary.org/obo/HP_0010036,http://purl.obolibrary.org/obo/HP_0010049	HP_0010036,HP_0010049
HP_0010035	Aplasia of the 1st metacarpal	Absent first metacarpal,Absent 1st long bone of hand	Absent first metacarpal (long bone) of the hand.,In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.	HPO	http://purl.obolibrary.org/obo/HP_0010026,http://purl.obolibrary.org/obo/HP_0010048,http://purl.obolibrary.org/obo/HP_0010242,http://purl.obolibrary.org/obo/HP_0009659	HP_0010026,HP_0010048,HP_0010242,HP_0009659
HP_0010277	Stippling of the epiphyses of the proximal phalanges of the hand	Speckled calcifications in the end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010237	HP_0010245,HP_0010237
HP_0010036	Aplasia/Hypoplasia of the 2nd metacarpal	Absent/underdeveloped 2nd long bone of hand,Absent/small 2nd long bone of hand	Aplasia or Hypoplasia affecting the 2nd metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010010,http://purl.obolibrary.org/obo/HP_0005914	HP_0010010,HP_0005914
HP_0010278	Triangular epiphyses of the proximal phalanges of the hand	Triangular end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010238	HP_0010245,HP_0010238
HP_0010033	Triangular shaped 1st metacarpal	Triangular shaped 1st long bone of hand	This term applies to a triangular shaped 1st metacarpal.,In contrast to the metacarpals 2-5, the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the digits 2-5, whereas the proximal phalanx of the thumb is equivalent to the middle phalanges of the other digits. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx (in this case metacarpal, see explanation above).	HPO	http://purl.obolibrary.org/obo/HP_0010009	HP_0010009
HP_0010275	Pseudoepiphyses of the proximal phalanges of the hand	NA	A secondary ossification center in the proximal phalanges of the hand that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010235	HP_0010245,HP_0010235
HP_0010034	Short 1st metacarpal	First metacarpals hypoplastic,Short first metacarpals,Shortened 1st long bone of hand,Hypoplastic 1st metacarpal,Short first metacarpal,First metacarpal hypoplasia	A developmental defect characterized by reduced length of the first metacarpal (long bone) of the hand.,In contrast to the proximal phalanges of the digits 2-5, the proximal phalanx of the thumb is embryologically equivalent to the middle phalanges of the other digits, whereas the first metacarpal is embryologically of phalangeal origin and as such equivalent to the proximal phalanges of the other digits.	HPO	http://purl.obolibrary.org/obo/HP_0010026,http://purl.obolibrary.org/obo/HP_0010049,http://purl.obolibrary.org/obo/HP_0009660	HP_0010026,HP_0010049,HP_0009660
HP_0010276	Small epiphyses of the proximal phalanges of the hand	Small end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010236	HP_0010245,HP_0010236
HP_0010031	Patchy sclerosis of the 1st metacarpal	Uneven increase in bone density in 1st long bone of hand	Uneven increase in bone density within the 1st metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0100914,http://purl.obolibrary.org/obo/HP_0010009	HP_0100914,HP_0010009
HP_0010273	Irregular epiphyses of the proximal phalanges of the hand	Irregular end part of the innermost hand bones	NA	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010233	HP_0010245,HP_0010233
HP_0010274	Ivory epiphyses of the proximal phalanges of the hand	Increased bone density of end part of the innermost hand bones	Epiphyses of the proximal phalanges of the hand are hard and dense like ivory. Such an epiphysis has a uniformly dense appearance on radiographs.	HPO	http://purl.obolibrary.org/obo/HP_0010245,http://purl.obolibrary.org/obo/HP_0010234,http://purl.obolibrary.org/obo/HP_0100917	HP_0010245,HP_0010234,HP_0100917
HP_0010028	Bullet-shaped 1st metacarpal	Bullet-shaped 1st long bone of hand	"The presence of short and wide 1st metacarpal which tapers distally (""bullet shaped"")."	HPO	http://purl.obolibrary.org/obo/HP_0010009	HP_0010009
HP_0010029	Curved 1st metacarpal	Curved 1st long bone of hand	A deviation from the normal straight shape of the first metacarpal.	HPO	http://purl.obolibrary.org/obo/HP_0010009	HP_0010009
