"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:P02.4"	"Fetus and newborn affected by prolapsed cord"	"ICD-10"	"Fetus and newborn affected by prolapsed cord"	"http://identifiers.org/icd/P02.4"
"urn:miriam:icd:P02.5"	"Fetus and newborn affected by other compression of umbilical cord"	"ICD-10"	"Fetus and newborn affected by other compression of umbilical cord"	"http://identifiers.org/icd/P02.5"
"urn:miriam:icd:P02.6"	"Fetus and newborn affected by other and unspecified conditions of umbilical cord"	"ICD-10"	"Fetus and newborn affected by other and unspecified conditions of umbilical cord"	"http://identifiers.org/icd/P02.6"
"urn:miriam:icd:P02.7"	"Fetus and newborn affected by chorioamnionitis"	"ICD-10"	"Fetus and newborn affected by chorioamnionitis"	"http://identifiers.org/icd/P02.7"
"urn:miriam:icd:P02.8"	"Fetus and newborn affected by other abnormalities of membranes"	"ICD-10"	"Fetus and newborn affected by other abnormalities of membranes"	"http://identifiers.org/icd/P02.8"
"urn:miriam:icd:P02.9"	"Fetus and newborn affected by abnormality of membranes	 unspecified"	"ICD-10"	"Fetus and newborn affected by abnormality of membranes	 unspecified"	"http://identifiers.org/icd/P02.9"
"urn:miriam:icd:P03"	"Fetus and newborn affected by other complications of labour and delivery"	"ICD-10"	"Fetus and newborn affected by other complications of labour and delivery"	"http://identifiers.org/icd/P03"
"urn:miriam:icd:P03.0"	"Fetus and newborn affected by breech delivery and extraction"	"ICD-10"	"Fetus and newborn affected by breech delivery and extraction"	"http://identifiers.org/icd/P03.0"
"urn:miriam:icd:P03.1"	"Fetus and newborn affected by other malpresentation	 malposition and disproportion during labour and delivery"	"ICD-10"	"Fetus and newborn affected by other malpresentation	 malposition and disproportion during labour and delivery"	"http://identifiers.org/icd/P03.1"
"urn:miriam:icd:P03.2"	"Fetus and newborn affected by forceps delivery"	"ICD-10"	"Fetus and newborn affected by forceps delivery"	"http://identifiers.org/icd/P03.2"
"urn:miriam:icd:P03.3"	"Fetus and newborn affected by delivery by vacuum extractor [ventouse]"	"ICD-10"	"Fetus and newborn affected by delivery by vacuum extractor [ventouse]"	"http://identifiers.org/icd/P03.3"
"urn:miriam:icd:P03.4"	"Fetus and newborn affected by caesarean delivery"	"ICD-10"	"Fetus and newborn affected by caesarean delivery"	"http://identifiers.org/icd/P03.4"
"urn:miriam:icd:P03.5"	"Fetus and newborn affected by precipitate delivery"	"ICD-10"	"Fetus and newborn affected by precipitate delivery"	"http://identifiers.org/icd/P03.5"
"urn:miriam:icd:P03.6"	"Fetus and newborn affected by abnormal uterine contractions"	"ICD-10"	"Fetus and newborn affected by abnormal uterine contractions"	"http://identifiers.org/icd/P03.6"
"urn:miriam:icd:P03.8"	"Fetus and newborn affected by other specified complications of labour and delivery"	"ICD-10"	"Fetus and newborn affected by other specified complications of labour and delivery"	"http://identifiers.org/icd/P03.8"
"urn:miriam:icd:P03.9"	"Fetus and newborn affected by complication of labour and delivery	 unspecified"	"ICD-10"	"Fetus and newborn affected by complication of labour and delivery	 unspecified"	"http://identifiers.org/icd/P03.9"
"urn:miriam:icd:P04"	"Fetus and newborn affected by noxious influences transmitted via placenta or breast milk"	"ICD-10"	"Fetus and newborn affected by noxious influences transmitted via placenta or breast milk"	"http://identifiers.org/icd/P04"
"urn:miriam:icd:P04.0"	"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy	 labour and delivery"	"ICD-10"	"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy	 labour and delivery"	"http://identifiers.org/icd/P04.0"
"urn:miriam:icd:P04.1"	"Fetus and newborn affected by other maternal medication"	"ICD-10"	"Fetus and newborn affected by other maternal medication"	"http://identifiers.org/icd/P04.1"
"urn:miriam:icd:P04.2"	"Fetus and newborn affected by maternal use of tobacco"	"ICD-10"	"Fetus and newborn affected by maternal use of tobacco"	"http://identifiers.org/icd/P04.2"
"urn:miriam:icd:P04.3"	"Fetus and newborn affected by maternal use of alcohol"	"ICD-10"	"Fetus and newborn affected by maternal use of alcohol"	"http://identifiers.org/icd/P04.3"
"urn:miriam:icd:P04.4"	"Fetus and newborn affected by maternal use of drugs of addiction"	"ICD-10"	"Fetus and newborn affected by maternal use of drugs of addiction"	"http://identifiers.org/icd/P04.4"
"urn:miriam:icd:P04.5"	"Fetus and newborn affected by maternal use of nutritional chemical substances"	"ICD-10"	"Fetus and newborn affected by maternal use of nutritional chemical substances"	"http://identifiers.org/icd/P04.5"
"urn:miriam:icd:P04.6"	"Fetus and newborn affected by maternal exposure to environmental chemical substances"	"ICD-10"	"Fetus and newborn affected by maternal exposure to environmental chemical substances"	"http://identifiers.org/icd/P04.6"
"urn:miriam:icd:P04.8"	"Fetus and newborn affected by other maternal noxious influences"	"ICD-10"	"Fetus and newborn affected by other maternal noxious influences"	"http://identifiers.org/icd/P04.8"
"urn:miriam:icd:P04.9"	"Fetus and newborn affected by maternal noxious influence	 unspecified"	"ICD-10"	"Fetus and newborn affected by maternal noxious influence	 unspecified"	"http://identifiers.org/icd/P04.9"
"urn:miriam:icd:P05"	"Slow fetal growth and fetal malnutrition"	"ICD-10"	"Slow fetal growth and fetal malnutrition"	"http://identifiers.org/icd/P05"
"urn:miriam:icd:P05.0"	"Slow fetal growth and fetal malnutrition - Light for gestational age"	"ICD-10"	"Slow fetal growth and fetal malnutrition - Light for gestational age"	"http://identifiers.org/icd/P05.0"
"urn:miriam:icd:P05.1"	"Slow fetal growth and fetal malnutrition - Small for gestational age"	"ICD-10"	"Slow fetal growth and fetal malnutrition - Small for gestational age"	"http://identifiers.org/icd/P05.1"
"urn:miriam:icd:P05.2"	"Fetal malnutrition without mention of light or small for gestational age"	"ICD-10"	"Fetal malnutrition without mention of light or small for gestational age"	"http://identifiers.org/icd/P05.2"
"urn:miriam:icd:P05.9"	"Slow fetal growth	 unspecified"	"ICD-10"	"Slow fetal growth	 unspecified"	"http://identifiers.org/icd/P05.9"
"urn:miriam:icd:P05-P08"	"Disorders related to length of gestation and fetal growth"	"ICD-10"	"Disorders related to length of gestation and fetal growth"	"NA"
"urn:miriam:icd:P07"	"Disorders related to short gestation and low birth weight	 not elsewhere classified"	"ICD-10"	"Disorders related to short gestation and low birth weight	 not elsewhere classified"	"http://identifiers.org/icd/P07"
"urn:miriam:icd:P07.0"	"Extremely low birth weight"	"ICD-10"	"Extremely low birth weight"	"http://identifiers.org/icd/P07.0"
"urn:miriam:icd:P07.1"	"Other low birth weight"	"ICD-10"	"Other low birth weight"	"http://identifiers.org/icd/P07.1"
"urn:miriam:icd:P07.2"	"Disorders related to short gestation and low birth weight	 not elsewhere classified - Extreme immaturity"	"ICD-10"	"Disorders related to short gestation and low birth weight	 not elsewhere classified - Extreme immaturity"	"http://identifiers.org/icd/P07.2"
"urn:miriam:icd:P07.3"	"Disorders related to short gestation and low birth weight	 not elsewhere classified - Other preterm infants"	"ICD-10"	"Disorders related to short gestation and low birth weight	 not elsewhere classified - Other preterm infants"	"http://identifiers.org/icd/P07.3"
"urn:miriam:icd:P08"	"Disorders related to long gestation and high birth weight"	"ICD-10"	"Disorders related to long gestation and high birth weight"	"http://identifiers.org/icd/P08"
"urn:miriam:icd:P08.0"	"Disorders related to long gestation and high birth weight - Exceptionally large baby"	"ICD-10"	"Disorders related to long gestation and high birth weight - Exceptionally large baby"	"http://identifiers.org/icd/P08.0"
"urn:miriam:icd:P08.1"	"Other heavy for gestational age infants"	"ICD-10"	"Other heavy for gestational age infants"	"http://identifiers.org/icd/P08.1"
"urn:miriam:icd:P08.2"	"Post-term infant	 not heavy for gestational age"	"ICD-10"	"Post-term infant	 not heavy for gestational age"	"http://identifiers.org/icd/P08.2"
"urn:miriam:icd:P10"	"Intracranial laceration and haemorrhage due to birth injury"	"ICD-10"	"Intracranial laceration and haemorrhage due to birth injury"	"http://identifiers.org/icd/P10"
"urn:miriam:icd:P10.0"	"Subdural haemorrhage due to birth injury"	"ICD-10"	"Subdural haemorrhage due to birth injury"	"http://identifiers.org/icd/P10.0"
"urn:miriam:icd:P10.1"	"Cerebral haemorrhage due to birth injury"	"ICD-10"	"Cerebral haemorrhage due to birth injury"	"http://identifiers.org/icd/P10.1"
"urn:miriam:icd:P10.2"	"Intraventricular haemorrhage due to birth injury"	"ICD-10"	"Intraventricular haemorrhage due to birth injury"	"http://identifiers.org/icd/P10.2"
"urn:miriam:icd:P10.3"	"Subarachnoid haemorrhage due to birth injury"	"ICD-10"	"Subarachnoid haemorrhage due to birth injury"	"http://identifiers.org/icd/P10.3"
"urn:miriam:icd:P10.4"	"Tentorial tear due to birth injury"	"ICD-10"	"Tentorial tear due to birth injury"	"http://identifiers.org/icd/P10.4"
"urn:miriam:icd:P10.8"	"Other intracranial lacerations and haemorrhages due to birth injury"	"ICD-10"	"Other intracranial lacerations and haemorrhages due to birth injury"	"http://identifiers.org/icd/P10.8"
"urn:miriam:icd:P10.9"	"Unspecified intracranial laceration and haemorrhage due to birth injury"	"ICD-10"	"Unspecified intracranial laceration and haemorrhage due to birth injury"	"http://identifiers.org/icd/P10.9"
"urn:miriam:icd:P10-P15"	"Birth trauma"	"ICD-10"	"Birth trauma"	"NA"
"urn:miriam:icd:P11"	"Other birth injuries to central nervous system"	"ICD-10"	"Other birth injuries to central nervous system"	"http://identifiers.org/icd/P11"
"urn:miriam:icd:P11.0"	"Cerebral oedema due to birth injury"	"ICD-10"	"Cerebral oedema due to birth injury"	"http://identifiers.org/icd/P11.0"
"urn:miriam:icd:P11.1"	"Other specified brain damage due to birth injury"	"ICD-10"	"Other specified brain damage due to birth injury"	"http://identifiers.org/icd/P11.1"
"urn:miriam:icd:P11.2"	"Unspecified brain damage due to birth injury"	"ICD-10"	"Unspecified brain damage due to birth injury"	"http://identifiers.org/icd/P11.2"
"urn:miriam:icd:P11.3"	"Birth injury to facial nerve"	"ICD-10"	"Birth injury to facial nerve"	"http://identifiers.org/icd/P11.3"
"urn:miriam:icd:P11.4"	"Birth injury to other cranial nerves"	"ICD-10"	"Birth injury to other cranial nerves"	"http://identifiers.org/icd/P11.4"
"urn:miriam:icd:P11.5"	"Birth injury to spine and spinal cord"	"ICD-10"	"Birth injury to spine and spinal cord"	"http://identifiers.org/icd/P11.5"
"urn:miriam:icd:P11.9"	"Birth injury to central nervous system	 unspecified"	"ICD-10"	"Birth injury to central nervous system	 unspecified"	"http://identifiers.org/icd/P11.9"
"urn:miriam:icd:P12"	"Birth injury to scalp"	"ICD-10"	"Birth injury to scalp"	"http://identifiers.org/icd/P12"
"urn:miriam:icd:P12.0"	"Cephalhaematoma due to birth injury"	"ICD-10"	"Cephalhaematoma due to birth injury"	"http://identifiers.org/icd/P12.0"
"urn:miriam:icd:P12.1"	"Chignon due to birth injury"	"ICD-10"	"Chignon due to birth injury"	"http://identifiers.org/icd/P12.1"
"urn:miriam:icd:P12.2"	"Epicranial subaponeurotic haemorrhage due to birth injury"	"ICD-10"	"Epicranial subaponeurotic haemorrhage due to birth injury"	"http://identifiers.org/icd/P12.2"
"urn:miriam:icd:P12.3"	"Bruising of scalp due to birth injury"	"ICD-10"	"Bruising of scalp due to birth injury"	"http://identifiers.org/icd/P12.3"
"urn:miriam:icd:P12.4"	"Monitoring injury of scalp of newborn"	"ICD-10"	"Monitoring injury of scalp of newborn"	"http://identifiers.org/icd/P12.4"
"urn:miriam:icd:P12.8"	"Other birth injuries to scalp"	"ICD-10"	"Other birth injuries to scalp"	"http://identifiers.org/icd/P12.8"
"urn:miriam:icd:P12.9"	"Birth injury to scalp	 unspecified"	"ICD-10"	"Birth injury to scalp	 unspecified"	"http://identifiers.org/icd/P12.9"
"urn:miriam:icd:P13"	"Birth injury to skeleton"	"ICD-10"	"Birth injury to skeleton"	"http://identifiers.org/icd/P13"
"urn:miriam:icd:P13.0"	"Fracture of skull due to birth injury"	"ICD-10"	"Fracture of skull due to birth injury"	"http://identifiers.org/icd/P13.0"
"urn:miriam:icd:P13.1"	"Other birth injuries to skull"	"ICD-10"	"Other birth injuries to skull"	"http://identifiers.org/icd/P13.1"
"urn:miriam:icd:P13.2"	"Birth injury to femur"	"ICD-10"	"Birth injury to femur"	"http://identifiers.org/icd/P13.2"
"urn:miriam:icd:P13.3"	"Birth injury to other long bones"	"ICD-10"	"Birth injury to other long bones"	"http://identifiers.org/icd/P13.3"
"urn:miriam:icd:P13.4"	"Fracture of clavicle due to birth injury"	"ICD-10"	"Fracture of clavicle due to birth injury"	"http://identifiers.org/icd/P13.4"
"urn:miriam:icd:P13.8"	"Birth injuries to other parts of skeleton"	"ICD-10"	"Birth injuries to other parts of skeleton"	"http://identifiers.org/icd/P13.8"
"urn:miriam:icd:P13.9"	"Birth injury to skeleton	 unspecified"	"ICD-10"	"Birth injury to skeleton	 unspecified"	"http://identifiers.org/icd/P13.9"
"urn:miriam:icd:P14"	"Birth injury to peripheral nervous system"	"ICD-10"	"Birth injury to peripheral nervous system"	"http://identifiers.org/icd/P14"
"urn:miriam:icd:P14.0"	"Erb paralysis due to birth injury"	"ICD-10"	"Erb paralysis due to birth injury"	"http://identifiers.org/icd/P14.0"
"urn:miriam:icd:P14.1"	"Klumpke paralysis due to birth injury"	"ICD-10"	"Klumpke paralysis due to birth injury"	"http://identifiers.org/icd/P14.1"
"urn:miriam:icd:P14.2"	"Phrenic nerve paralysis due to birth injury"	"ICD-10"	"Phrenic nerve paralysis due to birth injury"	"http://identifiers.org/icd/P14.2"
"urn:miriam:icd:P14.3"	"Other brachial plexus birth injuries"	"ICD-10"	"Other brachial plexus birth injuries"	"http://identifiers.org/icd/P14.3"
"urn:miriam:icd:P14.8"	"Birth injuries to other parts of peripheral nervous system"	"ICD-10"	"Birth injuries to other parts of peripheral nervous system"	"http://identifiers.org/icd/P14.8"
"urn:miriam:icd:P14.9"	"Birth injury to peripheral nervous system	 unspecified"	"ICD-10"	"Birth injury to peripheral nervous system	 unspecified"	"http://identifiers.org/icd/P14.9"
"urn:miriam:icd:P15"	"Other birth injuries"	"ICD-10"	"Other birth injuries"	"http://identifiers.org/icd/P15"
"urn:miriam:icd:P15.0"	"Birth injury to liver"	"ICD-10"	"Birth injury to liver"	"http://identifiers.org/icd/P15.0"
"urn:miriam:icd:P15.1"	"Birth injury to spleen"	"ICD-10"	"Birth injury to spleen"	"http://identifiers.org/icd/P15.1"
"urn:miriam:icd:P15.2"	"Sternomastoid injury due to birth injury"	"ICD-10"	"Sternomastoid injury due to birth injury"	"http://identifiers.org/icd/P15.2"
"urn:miriam:icd:P15.3"	"Birth injury to eye"	"ICD-10"	"Birth injury to eye"	"http://identifiers.org/icd/P15.3"
"urn:miriam:icd:P15.4"	"Birth injury to face"	"ICD-10"	"Birth injury to face"	"http://identifiers.org/icd/P15.4"
"urn:miriam:icd:P15.5"	"Birth injury to external genitalia"	"ICD-10"	"Birth injury to external genitalia"	"http://identifiers.org/icd/P15.5"
"urn:miriam:icd:P15.6"	"Subcutaneous fat necrosis due to birth injury"	"ICD-10"	"Subcutaneous fat necrosis due to birth injury"	"http://identifiers.org/icd/P15.6"
"urn:miriam:icd:P15.8"	"Other specified birth injuries"	"ICD-10"	"Other specified birth injuries"	"http://identifiers.org/icd/P15.8"
"urn:miriam:icd:P15.9"	"Birth injury	 unspecified"	"ICD-10"	"Birth injury	 unspecified"	"http://identifiers.org/icd/P15.9"
"urn:miriam:icd:P20"	"Intrauterine hypoxia"	"ICD-10"	"Intrauterine hypoxia"	"http://identifiers.org/icd/P20"
"urn:miriam:icd:P20.0"	"Intrauterine hypoxia first noted before onset of labour"	"ICD-10"	"Intrauterine hypoxia first noted before onset of labour"	"http://identifiers.org/icd/P20.0"
"urn:miriam:icd:P20.1"	"Intrauterine hypoxia first noted during labour and delivery"	"ICD-10"	"Intrauterine hypoxia first noted during labour and delivery"	"http://identifiers.org/icd/P20.1"
"urn:miriam:icd:P20.9"	"Intrauterine hypoxia	 unspecified"	"ICD-10"	"Intrauterine hypoxia	 unspecified"	"http://identifiers.org/icd/P20.9"
"urn:miriam:icd:P20-P29"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"ICD-10"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"NA"
"urn:miriam:icd:P21"	"Birth asphyxia"	"ICD-10"	"Birth asphyxia"	"http://identifiers.org/icd/P21"
"urn:miriam:icd:P21.0"	"Severe birth asphyxia"	"ICD-10"	"Severe birth asphyxia"	"http://identifiers.org/icd/P21.0"
"urn:miriam:icd:P21.1"	"Mild and moderate birth asphyxia"	"ICD-10"	"Mild and moderate birth asphyxia"	"http://identifiers.org/icd/P21.1"
"urn:miriam:icd:P21.9"	"Birth asphyxia	 unspecified"	"ICD-10"	"Birth asphyxia	 unspecified"	"http://identifiers.org/icd/P21.9"
"urn:miriam:icd:P22"	"Respiratory distress of newborn"	"ICD-10"	"Respiratory distress of newborn"	"http://identifiers.org/icd/P22"
"urn:miriam:icd:P22.0"	"Respiratory distress syndrome of newborn"	"ICD-10"	"Respiratory distress syndrome of newborn"	"http://identifiers.org/icd/P22.0"
"urn:miriam:icd:P22.1"	"Transient tachypnoea of newborn"	"ICD-10"	"Transient tachypnoea of newborn"	"http://identifiers.org/icd/P22.1"
"urn:miriam:icd:P22.8"	"Other respiratory distress of newborn"	"ICD-10"	"Other respiratory distress of newborn"	"http://identifiers.org/icd/P22.8"
"urn:miriam:icd:P22.9"	"Respiratory distress of newborn	 unspecified"	"ICD-10"	"Respiratory distress of newborn	 unspecified"	"http://identifiers.org/icd/P22.9"
"urn:miriam:icd:P23"	"Congenital pneumonia"	"ICD-10"	"Congenital pneumonia"	"http://identifiers.org/icd/P23"
"urn:miriam:icd:P23.0"	"Congenital pneumonia due to viral agent"	"ICD-10"	"Congenital pneumonia due to viral agent"	"http://identifiers.org/icd/P23.0"
"urn:miriam:icd:P23.1"	"Congenital pneumonia due to Chlamydia"	"ICD-10"	"Congenital pneumonia due to Chlamydia"	"http://identifiers.org/icd/P23.1"
"urn:miriam:icd:P23.2"	"Congenital pneumonia due to staphylococcus"	"ICD-10"	"Congenital pneumonia due to staphylococcus"	"http://identifiers.org/icd/P23.2"
"urn:miriam:icd:P23.3"	"Congenital pneumonia due to streptococcus	 group B"	"ICD-10"	"Congenital pneumonia due to streptococcus	 group B"	"http://identifiers.org/icd/P23.3"
"urn:miriam:icd:P23.4"	"Congenital pneumonia due to Escherichia coli"	"ICD-10"	"Congenital pneumonia due to Escherichia coli"	"http://identifiers.org/icd/P23.4"
"urn:miriam:icd:P23.5"	"Congenital pneumonia due to Pseudomonas"	"ICD-10"	"Congenital pneumonia due to Pseudomonas"	"http://identifiers.org/icd/P23.5"
"urn:miriam:icd:P23.6"	"Congenital pneumonia due to other bacterial agents"	"ICD-10"	"Congenital pneumonia due to other bacterial agents"	"http://identifiers.org/icd/P23.6"
"urn:miriam:icd:P23.8"	"Congenital pneumonia due to other organisms"	"ICD-10"	"Congenital pneumonia due to other organisms"	"http://identifiers.org/icd/P23.8"
"urn:miriam:icd:P23.9"	"Congenital pneumonia	 unspecified"	"ICD-10"	"Congenital pneumonia	 unspecified"	"http://identifiers.org/icd/P23.9"
"urn:miriam:icd:P24"	"Neonatal aspiration syndromes"	"ICD-10"	"Neonatal aspiration syndromes"	"http://identifiers.org/icd/P24"
"urn:miriam:icd:P24.0"	"Neonatal aspiration of meconium"	"ICD-10"	"Neonatal aspiration of meconium"	"http://identifiers.org/icd/P24.0"
"urn:miriam:icd:P24.1"	"Neonatal aspiration of amniotic fluid and mucus"	"ICD-10"	"Neonatal aspiration of amniotic fluid and mucus"	"http://identifiers.org/icd/P24.1"
"urn:miriam:icd:P24.2"	"Neonatal aspiration of blood"	"ICD-10"	"Neonatal aspiration of blood"	"http://identifiers.org/icd/P24.2"
"urn:miriam:icd:P24.3"	"Neonatal aspiration of milk and regurgitated food"	"ICD-10"	"Neonatal aspiration of milk and regurgitated food"	"http://identifiers.org/icd/P24.3"
"urn:miriam:icd:P24.8"	"Other neonatal aspiration syndromes"	"ICD-10"	"Other neonatal aspiration syndromes"	"http://identifiers.org/icd/P24.8"
"urn:miriam:icd:P24.9"	"Neonatal aspiration syndrome	 unspecified"	"ICD-10"	"Neonatal aspiration syndrome	 unspecified"	"http://identifiers.org/icd/P24.9"
"urn:miriam:icd:P25"	"Interstitial emphysema and related conditions originating in the perinatal period"	"ICD-10"	"Interstitial emphysema and related conditions originating in the perinatal period"	"http://identifiers.org/icd/P25"
"urn:miriam:icd:P25.0"	"Interstitial emphysema originating in the perinatal period"	"ICD-10"	"Interstitial emphysema originating in the perinatal period"	"http://identifiers.org/icd/P25.0"
"urn:miriam:icd:P25.1"	"Pneumothorax originating in the perinatal period"	"ICD-10"	"Pneumothorax originating in the perinatal period"	"http://identifiers.org/icd/P25.1"
"urn:miriam:icd:P25.2"	"Pneumomediastinum originating in the perinatal period"	"ICD-10"	"Pneumomediastinum originating in the perinatal period"	"http://identifiers.org/icd/P25.2"
"urn:miriam:icd:P25.3"	"Pneumopericardium originating in the perinatal period"	"ICD-10"	"Pneumopericardium originating in the perinatal period"	"http://identifiers.org/icd/P25.3"
"urn:miriam:icd:P25.8"	"Other conditions related to interstitial emphysema originating in the perinatal period"	"ICD-10"	"Other conditions related to interstitial emphysema originating in the perinatal period"	"http://identifiers.org/icd/P25.8"
"urn:miriam:icd:P26"	"Pulmonary haemorrhage originating in the perinatal period"	"ICD-10"	"Pulmonary haemorrhage originating in the perinatal period"	"http://identifiers.org/icd/P26"
"urn:miriam:icd:P26.0"	"Tracheobronchial haemorrhage originating in the perinatal period"	"ICD-10"	"Tracheobronchial haemorrhage originating in the perinatal period"	"http://identifiers.org/icd/P26.0"
"urn:miriam:icd:P26.1"	"Massive pulmonary haemorrhage originating in the perinatal period"	"ICD-10"	"Massive pulmonary haemorrhage originating in the perinatal period"	"http://identifiers.org/icd/P26.1"
"urn:miriam:icd:P26.8"	"Other pulmonary haemorrhages originating in the perinatal period"	"ICD-10"	"Other pulmonary haemorrhages originating in the perinatal period"	"http://identifiers.org/icd/P26.8"
"urn:miriam:icd:P26.9"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"ICD-10"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"http://identifiers.org/icd/P26.9"
"urn:miriam:icd:P27"	"Chronic respiratory disease originating in the perinatal period"	"ICD-10"	"Chronic respiratory disease originating in the perinatal period"	"http://identifiers.org/icd/P27"
"urn:miriam:icd:P27.0"	"Chronic respiratory disease originating in the perinatal period - Wilson-Mikity syndrome"	"ICD-10"	"Chronic respiratory disease originating in the perinatal period - Wilson-Mikity syndrome"	"http://identifiers.org/icd/P27.0"
"urn:miriam:icd:P27.1"	"Bronchopulmonary dysplasia originating in the perinatal period"	"ICD-10"	"Bronchopulmonary dysplasia originating in the perinatal period"	"http://identifiers.org/icd/P27.1"
"urn:miriam:icd:P27.8"	"Other chronic respiratory diseases originating in the perinatal period"	"ICD-10"	"Other chronic respiratory diseases originating in the perinatal period"	"http://identifiers.org/icd/P27.8"
"urn:miriam:icd:P27.9"	"Unspecified chronic respiratory disease originating in the perinatal period"	"ICD-10"	"Unspecified chronic respiratory disease originating in the perinatal period"	"http://identifiers.org/icd/P27.9"
"urn:miriam:icd:P28"	"Other respiratory conditions originating in the perinatal period"	"ICD-10"	"Other respiratory conditions originating in the perinatal period"	"http://identifiers.org/icd/P28"
"urn:miriam:icd:P28.0"	"Other respiratory conditions originating in the perinatal period - Primary atelectasis of newborn"	"ICD-10"	"Other respiratory conditions originating in the perinatal period - Primary atelectasis of newborn"	"http://identifiers.org/icd/P28.0"
"urn:miriam:icd:P28.1"	"Other and unspecified atelectasis of newborn"	"ICD-10"	"Other and unspecified atelectasis of newborn"	"http://identifiers.org/icd/P28.1"
"urn:miriam:icd:P28.2"	"Other respiratory conditions originating in the perinatal period - Cyanotic attacks of newborn"	"ICD-10"	"Other respiratory conditions originating in the perinatal period - Cyanotic attacks of newborn"	"http://identifiers.org/icd/P28.2"
"urn:miriam:icd:P28.3"	"Other respiratory conditions originating in the perinatal period - Primary sleep apnoea of newborn"	"ICD-10"	"Other respiratory conditions originating in the perinatal period - Primary sleep apnoea of newborn"	"http://identifiers.org/icd/P28.3"
"urn:miriam:icd:P28.4"	"Other apnoea of newborn"	"ICD-10"	"Other apnoea of newborn"	"http://identifiers.org/icd/P28.4"
"urn:miriam:icd:P28.5"	"Respiratory failure of newborn"	"ICD-10"	"Respiratory failure of newborn"	"http://identifiers.org/icd/P28.5"
"urn:miriam:icd:P28.8"	"Other specified respiratory conditions of newborn"	"ICD-10"	"Other specified respiratory conditions of newborn"	"http://identifiers.org/icd/P28.8"
"urn:miriam:icd:P28.9"	"Respiratory condition of newborn	 unspecified"	"ICD-10"	"Respiratory condition of newborn	 unspecified"	"http://identifiers.org/icd/P28.9"
"urn:miriam:icd:P29"	"Cardiovascular disorders originating in the perinatal period"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period"	"http://identifiers.org/icd/P29"
"urn:miriam:icd:P29.0"	"Cardiovascular disorders originating in the perinatal period - Neonatal cardiac failure"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period - Neonatal cardiac failure"	"http://identifiers.org/icd/P29.0"
"urn:miriam:icd:P29.1"	"Cardiovascular disorders originating in the perinatal period - Neonatal cardiac dysrhythmia"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period - Neonatal cardiac dysrhythmia"	"http://identifiers.org/icd/P29.1"
"urn:miriam:icd:P29.2"	"Cardiovascular disorders originating in the perinatal period - Neonatal hypertension"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period - Neonatal hypertension"	"http://identifiers.org/icd/P29.2"
"urn:miriam:icd:P29.3"	"Cardiovascular disorders originating in the perinatal period - Persistent fetal circulation"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period - Persistent fetal circulation"	"http://identifiers.org/icd/P29.3"
"urn:miriam:icd:P29.4"	"Cardiovascular disorders originating in the perinatal period - Transient myocardial ischaemia of newborn"	"ICD-10"	"Cardiovascular disorders originating in the perinatal period - Transient myocardial ischaemia of newborn"	"http://identifiers.org/icd/P29.4"
"urn:miriam:icd:P29.8"	"Other cardiovascular disorders originating in the perinatal period"	"ICD-10"	"Other cardiovascular disorders originating in the perinatal period"	"http://identifiers.org/icd/P29.8"
"urn:miriam:icd:P29.9"	"Cardiovascular disorder originating in the perinatal period	 unspecified"	"ICD-10"	"Cardiovascular disorder originating in the perinatal period	 unspecified"	"http://identifiers.org/icd/P29.9"
"urn:miriam:icd:P35"	"Congenital viral diseases"	"ICD-10"	"Congenital viral diseases"	"http://identifiers.org/icd/P35"
"urn:miriam:icd:P35.1"	"Congenital cytomegalovirus infection"	"ICD-10"	"Congenital cytomegalovirus infection"	"http://identifiers.org/icd/P35.1"
"urn:miriam:icd:P35.2"	"Congenital herpesviral [herpes simplex] infection"	"ICD-10"	"Congenital herpesviral [herpes simplex] infection"	"http://identifiers.org/icd/P35.2"
"urn:miriam:icd:P35.3"	"Congenital viral hepatitis"	"ICD-10"	"Congenital viral hepatitis"	"http://identifiers.org/icd/P35.3"
"urn:miriam:icd:P35.8"	"Other congenital viral diseases"	"ICD-10"	"Other congenital viral diseases"	"http://identifiers.org/icd/P35.8"
"urn:miriam:icd:P35.9"	"Congenital viral disease	 unspecified"	"ICD-10"	"Congenital viral disease	 unspecified"	"http://identifiers.org/icd/P35.9"
"urn:miriam:icd:P35-P39"	"Infections specific to the perinatal period"	"ICD-10"	"Infections specific to the perinatal period"	"NA"
"urn:miriam:icd:P36"	"Bacterial sepsis of newborn"	"ICD-10"	"Bacterial sepsis of newborn"	"http://identifiers.org/icd/P36"
"urn:miriam:icd:P36.0"	"Sepsis of newborn due to streptococcus	 group B"	"ICD-10"	"Sepsis of newborn due to streptococcus	 group B"	"http://identifiers.org/icd/P36.0"
